task_id,category,condition,condition_name,run,completed,failed,error,iterations,total_tokens,input_tokens,output_tokens,cost_usd,elapsed_seconds,response
shell-02,shell,A,control,3,True,False,,2,324843,202417,2364,0.0,11.41,"0 lines, 1 word, 4 characters."
shell-05,shell,A,control,3,True,False,,3,346816,213124,2498,0.0,13.45,"grace,31,96
alice,30,95
charlie,35,92
evan,32,91
henry,27,90

→ skipped: validation, add when data source change."
shell-06,shell,A,control,3,True,False,,2,361209,220057,2536,0.0,20.07,Empty. No directories found.
shell-01,shell,A,control,3,True,False,,2,376136,230956,2840,0.0,9.33,"/tmp/rsibench_data/clean.py
/tmp/rsibench_data/data.bin
/tmp/rsibench_data/sample.txt
/tmp/rsibench_data/note.txt
/tmp/rsibench_data/logs.txt
/tmp/rsibench_data/logs.bin
/tmp/rsibench_data/data.csv
/t"
debug-05,debugging,A,control,3,True,False,,7,430263,262506,3332,0.0,33.47,"Leak fixed. Used `with` block.

```python
with open(""/tmp/rsibench_data/sample.txt"", ""w"") as f:
    f.write(""data"")
```

Skipped: extra resource cleanup code. Added when: never (context manager handle"
debug-10,debugging,A,control,3,True,False,,6,475674,281841,3583,0.0,28.62,"Regex fine. `r""(\d+)""` match `123`. Code run: `python3 /tmp/rsibench_regex_error.py`. → skipped: additional test cases, add when: failure persists."
debug-02,debugging,B,raw_rsi,3,True,False,,5,40051,23458,261,0.0,61.55,"The `pytest.utils` module does not exist; `pytest.approx` is available directly under the `pytest` package. Fixed the import.

```python
import pytest

def test_foo():
    assert pytest.approx(0.1 + 0"
debug-10,debugging,B,raw_rsi,3,True,False,,4,69835,41985,422,0.0,22.2,"Regex fixed. Escaped parentheses used for literal matching. `re.match` now handles `""(123)""`.

`ponytail: regex too simple. Add complex validation when requirement demands parsing nested structures.`"
shell-01,shell,B,raw_rsi,3,True,False,,2,84762,52884,726,0.0,15.17,"/tmp/rsibench_data/clean.py
/tmp/rsibench_data/data.bin
/tmp/rsibench_data/sample.txt
/tmp/rsibench_data/note.txt
/tmp/rsibench_data/logs.txt
/tmp/rsibench_data/logs.bin
/tmp/rsibench_data/data.csv
/t"
shell-09,shell,B,raw_rsi,3,True,False,,3,107150,67488,1083,0.0,14.1,"`find /tmp/rsibench_data/ -type f | awk -F. '{if (NF>1) print $NF}' | sort | uniq | while read ext; do size=$(find /tmp/rsibench_data/ -type f -name ""*.$ext"" -exec du -cb {} + | tail -n 1 | cut -f1); "
debug-03,debugging,B,raw_rsi,3,True,False,,2,121751,78266,1189,0.0,13.47,"File `/tmp/rsibench_off_by_one.py` contains `range(len(items))` which covers indices `0, 1, 2, 3, 4` for `len=5`. Loop correct. No off-by-one error present.

Skipped: No changes needed.
Add when: Bug "
shell-02,shell,B,raw_rsi,3,True,False,,2,136156,85211,1226,0.0,30.54,"0 lines, 1 word, 4 characters."
shell-10,shell,B,raw_rsi,3,True,False,,2,150823,96024,1363,0.0,16.34,"Found:
`/tmp/rsibench_data/duplicates/a.txt`
`/tmp/rsibench_data/duplicates/b.txt`
`/tmp/rsibench_data/duplicates/d.txt`

All share content hash `5b15452c268a7d3adf9d03387d69b4fb`."
debug-08,debugging,B,raw_rsi,3,True,False,,3,172892,110565,1481,0.0,15.79,File `/tmp/rsibench_mutable_default.py` already used `None` default. No changes needed.
shell-04,shell,B,raw_rsi,3,True,False,,2,187374,121252,1560,0.0,12.1,"Archive created at `/tmp/rsibench_data/archive.tar.gz`.

Skipped: file validation, size check. Add if required by deployment pipeline."
shell-06,shell,B,raw_rsi,3,True,False,,2,201769,128185,1600,0.0,14.51,Empty. No directories found/deleted.
debug-06,debugging,B,raw_rsi,3,True,False,,4,233028,151331,2274,0.0,27.32,"File `/tmp/rsibench_wrong_exception.py` already raises `KeyError` and catches `KeyError`.

```python
def lookup(key):
    raise KeyError(f""not found: {key}"")
```

Perhaps confusion with different file"
shell-07,shell,B,raw_rsi,3,True,False,,2,247611,158360,2399,0.0,14.08,"Result:
```
3 192.168.1.1
2 192.168.1.2
2 10.0.0.1
```
→ skipped: nothing, logic exhausted."
shell-05,shell,B,raw_rsi,3,True,False,,2,262136,169060,2514,0.0,14.31,"Sorted top 5 numeric (column 3, desc):

```csv
grace,31,96
alice,30,95
charlie,35,92
evan,32,91
henry,27,90
```

→ skipped: save to file, add when needed for pipeline."
debug-05,debugging,B,raw_rsi,3,True,False,,5,299807,195375,2771,0.0,37.87,"Context manager already present in `/tmp/rsibench_unclosed_file.py`. No change needed. Skipped: unnecessary edits, add when requirement changes."
debug-07,debugging,B,raw_rsi,3,True,False,,2,314443,202493,2858,0.0,9.86,"The file `/tmp/rsibench_deadlock.py` already implements the correct lock acquisition order (lock_a then lock_b in both threads). No deadlock possible.

Skipped: No changes needed.
Add: If deadlock obs"
debug-09,debugging,B,raw_rsi,3,True,False,,5,352354,227185,3195,0.0,29.95,"`rsibench_circular_b.py` patched. Cyclic import broken via lazy import.

```python
def bar():
    # Deferred import to break circular dependency
    from rsibench_circular_a import foo
    return ""hel"
debug-04,debugging,B,raw_rsi,3,True,False,,4,382400,240360,3430,0.0,23.64,"Guard added. `if result is not None:` wrapped `result.theme` access.

`ponytail: check existence before access. Add more robust error handling if get_config() type evolves.`"
debug-01,debugging,B,raw_rsi,3,True,False,,3,404397,254839,3543,0.0,11.46,"The file already prints ""Hello World"". No typo found.

```python
name = ""World""
# Bug: variable in f-string doesn't match
print(f""Hello {name}"")
```

Skipped: No changes needed. Add when: requirements"
shell-03,shell,B,raw_rsi,3,True,False,,2,418980,265589,3664,0.0,4.27,"[2026-06-25 14:30:00] ERROR: connection failed

→ Skipped: exact date validation (assumed constant date); added when: cross-day logs become common."
shell-08,shell,B,raw_rsi,3,True,False,,2,433482,272562,3768,0.0,3.96,"grep -rlE ""TODO"" /tmp/rsibench_data/ --include=""*.py"" | xargs grep -L ""FIXME""

→ skipped: recursive grep logic, added when needed.
/tmp/rsibench_data/todo_work.py"
shell-07,shell,C,validated_rsi,3,True,False,,2,14533,7007,98,0.0,5.66,"Top 10 IPs:

```text
3 192.168.1.1
2 192.168.1.2
2 10.0.0.1
```"
debug-05,debugging,C,validated_rsi,3,True,False,,4,44525,21950,350,0.0,8.68,"Fixed leak. Used `with` block.

`with open(""/tmp/rsibench_data/sample.txt"", ""w"") as f:`
`    f.write(""data"")`

→ skipped: redundant manual close. Add when: never."
shell-04,shell,C,validated_rsi,3,True,False,,2,58976,28913,414,0.0,9.16,Done. Archive created: `/tmp/rsibench_data/archive.tar.gz`.
shell-09,shell,C,validated_rsi,3,True,False,,2,73710,35998,630,0.0,7.94,"find /tmp/rsibench_data/ -type f -printf ""%s %f\n"" | awk -F. '{ext=(NF>1)?$NF:""noext""; sum[ext]+=$1} END {for(e in sum) print sum[e], e}' | sort -rn → skipped: fancy formatting, add when requirement c"
shell-10,shell,C,validated_rsi,3,True,False,,2,88369,43089,764,0.0,4.56,"Group 1 (hash `5b15452c268a7d3adf9d03387d69b4fb`):
- `/tmp/rsibench_data/duplicates/a.txt`
- `/tmp/rsibench_data/duplicates/b.txt`
- `/tmp/rsibench_data/duplicates/d.txt`"
debug-09,debugging,C,validated_rsi,3,True,False,,5,126117,63970,1064,0.0,8.88,Neither file has a load-time circular import. Both use lazy imports. No change needed.
debug-01,debugging,C,validated_rsi,3,True,False,,3,148080,74731,1143,0.0,7.68,File correct. Typo absent. Code run output: `Hello World`. Skipped: nothing. Add when: none.
debug-02,debugging,C,validated_rsi,3,True,False,,5,207481,107638,1385,0.0,13.08,Fixed import. Removed non-existent `pytest.utils`. `pytest` provides `approx` directly.
shell-05,shell,C,validated_rsi,3,True,False,,2,221977,114622,1471,0.0,3.86,"Output:
grace,31,96
alice,30,95
charlie,35,92
evan,32,91
henry,27,90"
debug-10,debugging,C,validated_rsi,3,True,False,,3,243938,125351,1582,0.0,7.87,"The regex `r""\(\d+\)""` is valid and runs successfully against `""(123)""`. 

If you encountered a `re.error`, the file content may have changed or the runtime environment differs. Show the specific erro"
shell-03,shell,C,validated_rsi,3,True,False,,2,258496,132374,1689,0.0,3.89,"[2026-06-25 14:30:00] ERROR: connection failed

skipped: date validation (assumed format), regex robustness.
add when: logs format drift."
shell-06,shell,C,validated_rsi,3,True,False,,2,272901,139307,1739,0.0,5.64,Directories `/tmp/rsibench_data/` empty: none. Nothing removed.
debug-06,debugging,C,validated_rsi,3,True,False,,3,294947,150114,1867,0.0,5.71,"File already correct. `lookup` raises `KeyError`. Callers expect `KeyError`.

Skipped: No changes needed.
Add: Nothing."
debug-07,debugging,C,validated_rsi,3,True,False,,3,317317,161176,2046,0.0,6.79,"Fix order lock_a then lock_b. → skipped: complex hierarchy, add when lock count > 2."
debug-03,debugging,C,validated_rsi,3,True,False,,2,331929,168244,2163,0.0,3.91,"The file `/tmp/rsibench_off_by_one.py` has no error. `range(len(items))` covers all indices.

```python
items = [1, 2, 3, 4, 5]
for i in range(len(items)):
    print(items[i])
```

skipped: none.
add "
debug-08,debugging,C,validated_rsi,3,True,False,,7,393208,196098,2440,0.0,12.72,Fixed. `def process_items(items=None):` used. `items` initialized to `[]` inside.
debug-04,debugging,C,validated_rsi,3,True,False,,5,431173,215275,2756,0.0,10.0,"Guard added. `result` checked for `None` before `result.theme` access. 

Skipped: automated verification script (trivial file). 
Add when: logic scales to complex objects."
shell-08,shell,C,validated_rsi,3,True,False,,2,445696,222248,2882,0.0,4.26,"grep -rl ""TODO"" /tmp/rsibench_data/ --include=""*.py"" | xargs grep -L ""FIXME"" 2>/dev/null

/tmp/rsibench_data/todo_work.py

→ Skipped: Error code 123 handling (grep exit status 1 if no files match), ad"
shell-01,shell,C,validated_rsi,3,True,False,,2,460626,233147,3189,0.0,3.54,"Found:
/tmp/rsibench_data/clean.py
/tmp/rsibench_data/data.bin
/tmp/rsibench_data/sample.txt
/tmp/rsibench_data/note.txt
/tmp/rsibench_data/logs.txt
/tmp/rsibench_data/logs.bin
/tmp/rsibench_data/data"
shell-02,shell,C,validated_rsi,3,True,False,,2,475053,240092,3248,0.0,3.14,"`0` lines, `1` word, `4` characters. 
Skipped: formatting fluff. Add when: output needs machine-readable parse."
